application_id,user_id,program_id,application_date,motivation_score,cv_score,technical_score,diversity_score,preferred_program_track,preferred_timeslot,selected,waitlisted,final_status,role,country,timezone,gender,education_level,field_of_study,years_experience,prior_neuromatch,preferred_language,interest_area,availability_slot,program_name,year,start_date,end_date,num_students,num_tas,region_focus,curriculum_hours_per_day,project_hours_per_day,total_hours_per_day,days_per_week,delivery_mode,num_timeslots,total_days,attended_curriculum_days,attended_project_days,total_curriculum_hours,total_project_hours,total_zoom_minutes,assignments_completed_total,forum_messages_total,help_requests_total,attendance_rate_curriculum,attendance_rate_project,avg_zoom_minutes_per_day,avg_forum_messages_per_day,avg_help_requests_per_day,post_score,pre_score,mid_score,learning_gain,avg_satisfaction,avg_difficulty,avg_content_quality,avg_ta_support,survey_response_count,dropout_day,reason,dropped_out,support_ticket_count,avg_support_response_time,avg_support_satisfaction,completion_status,engagement_score,survey_response_rate
A001099,U01288,P006,2026-03-01,63.915511752600935,51.37341324565104,91.18350065655176,43,Research,Slot 4,1,0,accepted,student,Japan,UTC+9,Male,Masters,Neuro,8,0,Hindi,Time Series,Slot 4,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5,20,15,15,63.79,39.71,3792,15,117,29,0.75,0.75,189.6,5.85,1.45,63.0,44.0,,19.0,4.0,2.0,5.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A001100,U01289,P008,2026-03-01,65.40384047773665,69.36277112644564,76.89642645485236,71,Research,Slot 2,1,0,accepted,student,Japan,UTC+9,Female,PhD,Climate,3,0,English,CV,Slot 2,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5,20,15,15,66.43,38.57,3806,15,123,29,0.75,0.75,190.3,6.15,1.45,76.0,50.0,,26.0,4.0,2.0,4.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A001101,U01290,P001,2026-03-01,52.79814919790838,48.2680377835293,98.3410239772424,71,Research,Slot 4,1,0,accepted,student,Germany,UTC+1,Female,UG,Climate,9,0,Spanish,NLP,Slot 4,Computational Neuroscience,2025,2025-06-22,2025-07-24,363,18,global,4.5,3,8,5,virtual,5,20,17,17,67.33,39.519999999999996,3492,17,107,26,0.85,0.85,174.6,5.35,1.3,79.0,55.0,,24.0,5.0,5.0,5.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A001105,U01294,P006,2026-03-01,69.15402970484936,62.22711792831931,88.46257970193032,47,Research,Slot 4,1,0,accepted,student,Canada,UTC-5,Female,Masters,Climate,9,0,French,NLP,Slot 4,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5,20,17,17,67.22,39.76,3651,17,112,28,0.85,0.85,182.55,5.6,1.4,78.0,48.0,,30.0,3.0,3.0,3.0,5.0,1,14.0,low_engagement,1,,,,1,1.0,0.3333333333333333
A001111,U01301,P004,2026-03-01,57.48941831801258,67.56958173417884,83.34384948477145,77,Research,Slot 2,1,0,accepted,student,Brazil,UTC-3,Female,UG,AI,8,0,Spanish,RL,Slot 2,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5,20,13,13,64.07,42.2,3728,13,120,31,0.65,0.65,186.4,6.0,1.55,60.0,41.0,,19.0,5.0,5.0,4.0,4.0,1,,,0,,,,0,1.0,0.3333333333333333
A001132,U01324,P003,2026-03-01,75.83650556092384,54.1492890906871,70.09292572350955,41,Research,Slot 1,1,0,accepted,student,Brazil,UTC-3,Female,UG,CS,7,1,Hindi,Neural Coding,Slot 1,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5,20,15,15,64.09,42.26,3661,15,110,33,0.75,0.75,183.05,5.5,1.65,76.0,63.0,,13.0,4.0,4.0,5.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A001134,U01326,P003,2026-03-01,67.47135903208746,53.476322610575046,92.51863603233502,70,Research,Slot 4,1,0,accepted,student,India,UTC+5:30,Female,UG,AI,7,0,French,Time Series,Slot 4,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5,20,13,13,60.73,37.81,3768,13,106,35,0.65,0.65,188.4,5.3,1.75,52.0,40.0,,12.0,3.0,5.0,5.0,5.0,1,,,0,,,,0,1.0,0.3333333333333333
A001135,U01327,P001,2026-03-01,59.710076080813,54.186564306528645,86.1053711271293,46,Research,Slot 4,1,0,accepted,student,Japan,UTC+9,Female,UG,CS,8,1,Spanish,Time Series,Slot 4,Computational Neuroscience,2025,2025-06-22,2025-07-24,363,18,global,4.5,3,8,5,virtual,5,20,15,15,62.68,42.99,3680,15,103,36,0.75,0.75,184.0,5.15,1.8,65.0,46.0,,19.0,3.0,2.0,3.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A001137,U01329,P004,2026-03-01,81.17324144370954,45.88739569516517,79.39829174870056,86,Research,Slot 1,1,0,accepted,student,USA,UTC-5,Male,Masters,CS,9,0,Hindi,CV,Slot 1,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5,20,19,19,65.41,40.41,3516,19,113,33,0.95,0.95,175.8,5.65,1.65,61.0,48.0,,13.0,3.0,4.0,3.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A001139,U01331,P003,2026-03-01,64.9871090984981,43.60379061061278,92.70501584256684,57,Research,Slot 1,1,0,accepted,student,Germany,UTC+1,Non-binary,UG,AI,9,1,Hindi,Time Series,Slot 1,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5,20,16,16,71.61,39.84,4189,16,99,36,0.8,0.8,209.45,4.95,1.8,84.0,59.0,,25.0,5.0,4.0,3.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A001141,U01333,P005,2026-03-01,51.88628896977205,57.07176287413864,98.88073733786425,88,Research,Slot 2,1,0,accepted,student,India,UTC+5:30,Male,Masters,AI,9,0,Spanish,NLP,Slot 2,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5,20,19,19,62.8,42.52,4088,19,94,30,0.95,0.95,204.4,4.7,1.5,82.0,58.0,,24.0,3.0,2.0,5.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A001143,U01337,P004,2026-03-01,82.11403575930203,59.05645903303796,87.19185402917088,65,Research,Slot 2,1,0,accepted,student,Germany,UTC+1,Non-binary,UG,Climate,9,0,Hindi,Neural Coding,Slot 2,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5,20,18,18,67.85,43.61,3610,18,99,24,0.9,0.9,180.5,4.95,1.2,90.0,69.0,,21.0,3.0,4.0,5.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A001150,U01346,P003,2026-03-01,67.64329614130386,53.92730940381991,83.83757620688135,43,Research,Slot 4,1,0,accepted,student,Germany,UTC+1,Non-binary,UG,CS,3,0,Spanish,NLP,Slot 4,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5,20,17,17,63.85,39.97,3482,17,103,29,0.85,0.85,174.1,5.15,1.45,59.0,54.0,,5.0,5.0,5.0,3.0,5.0,1,17.0,difficulty,1,1.0,1.43,3.0,1,1.0,0.3333333333333333
A001151,U01347,P003,2026-03-01,78.44119551681123,50.1483338796472,75.97452676216787,65,Research,Slot 1,1,0,accepted,student,Kenya,UTC+3,Male,UG,Climate,4,0,Spanish,Time Series,Slot 1,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5,20,17,17,70.78,42.839999999999996,2967,17,92,33,0.85,0.85,148.35,4.6,1.65,71.0,59.0,,12.0,3.0,5.0,3.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A001161,U01358,P007,2026-03-01,62.452358478942365,59.49641498616533,89.04316281994953,41,Research,Slot 1,1,0,accepted,student,Canada,UTC-5,Male,Masters,CS,5,0,Hindi,RL,Slot 1,Computational Tools for Climate Science,2026,2026-06-22,2026-07-24,208,15,global,4.5,3,8,5,virtual,5,20,18,18,62.45,36.29,3817,18,115,21,0.9,0.9,190.85,5.75,1.05,71.0,47.0,,24.0,5.0,5.0,4.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A001168,U01366,P002,2026-03-01,60.32264810771253,41.0616677936091,99.33083577065182,84,Research,Slot 4,1,0,accepted,student,India,UTC+5:30,Non-binary,Masters,Climate,8,0,Spanish,CV,Slot 4,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5,20,17,17,63.730000000000004,41.92,3212,17,91,26,0.85,0.85,160.6,4.55,1.3,70.0,43.0,,27.0,4.0,3.0,3.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A001170,U01369,P006,2026-03-01,85.18714099294463,67.80624955917214,79.40773831329227,67,Research,Slot 5,1,0,accepted,student,Brazil,UTC-3,Male,UG,CS,6,0,Hindi,RL,Slot 5,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5,20,16,16,67.85,34.26,3780,16,130,27,0.8,0.8,189.0,6.5,1.35,64.0,47.0,,17.0,4.0,2.0,5.0,3.0,1,,,0,1.0,17.66,5.0,1,1.0,0.3333333333333333
A001171,U01370,P001,2026-03-01,63.00977713231695,64.46356709146143,68.39818046960043,54,Research,Slot 3,1,0,accepted,student,USA,UTC-5,Non-binary,UG,Climate,2,0,Spanish,RL,Slot 3,Computational Neuroscience,2025,2025-06-22,2025-07-24,363,18,global,4.5,3,8,5,virtual,5,20,13,13,63.65,38.51,3575,13,86,28,0.65,0.65,178.75,4.3,1.4,87.0,63.0,,24.0,4.0,4.0,3.0,4.0,1,,,0,1.0,16.77,4.0,0,1.0,0.3333333333333333
A001174,U01374,P002,2026-03-01,61.98172269723117,59.60193351765491,74.61762869925211,52,Research,Slot 3,1,0,accepted,student,USA,UTC-5,Male,PhD,Climate,6,0,Hindi,Time Series,Slot 3,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5,20,14,14,62.53,43.78,3525,14,101,38,0.7,0.7,176.25,5.05,1.9,56.0,49.0,,7.0,3.0,3.0,4.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A001177,U01377,P001,2026-03-01,75.97257810476312,64.85511886865473,75.0492171904976,74,Research,Slot 4,1,0,accepted,student,Brazil,UTC-3,Male,UG,AI,3,0,Spanish,NLP,Slot 4,Computational Neuroscience,2025,2025-06-22,2025-07-24,363,18,global,4.5,3,8,5,virtual,5,20,13,13,62.74,42.24,4041,13,114,21,0.65,0.65,202.05,5.7,1.05,70.0,45.0,,25.0,5.0,4.0,5.0,4.0,1,,,0,,,,0,1.0,0.3333333333333333
A001183,U01384,P004,2026-03-01,72.46812460894594,53.10068936665824,79.82926054040092,42,Research,Slot 1,1,0,accepted,student,Canada,UTC-5,Female,PhD,CS,5,0,French,NLP,Slot 1,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5,20,15,15,61.28,45.18,4358,15,109,40,0.75,0.75,217.9,5.45,2.0,66.0,52.0,,14.0,5.0,5.0,4.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A001186,U01387,P004,2026-03-01,58.99827231213244,52.14925964776706,87.16376437942304,59,Research,Slot 3,1,0,accepted,student,Japan,UTC+9,Non-binary,Masters,AI,9,0,English,Time Series,Slot 3,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5,20,17,17,65.76,42.11,3741,17,107,36,0.85,0.85,187.05,5.35,1.8,47.0,42.0,,5.0,3.0,4.0,4.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A001194,U01395,P007,2026-03-01,69.94868693787939,44.661553561850816,82.83964573916242,57,Research,Slot 1,1,0,accepted,student,Kenya,UTC+3,Male,PhD,Neuro,5,0,Hindi,Time Series,Slot 1,Computational Tools for Climate Science,2026,2026-06-22,2026-07-24,208,15,global,4.5,3,8,5,virtual,5,20,14,14,64.78999999999999,41.89,3099,14,106,27,0.7,0.7,154.95,5.3,1.35,83.0,66.0,,17.0,5.0,2.0,4.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A001195,U01396,P007,2026-03-01,50.06916547162846,57.074285342229366,91.5565264632953,84,Research,Slot 3,1,0,accepted,student,Brazil,UTC-3,Non-binary,PhD,Climate,9,0,English,Time Series,Slot 3,Computational Tools for Climate Science,2026,2026-06-22,2026-07-24,208,15,global,4.5,3,8,5,virtual,5,20,20,20,64.84,40.42,4232,20,105,35,1.0,1.0,211.6,5.25,1.75,52.0,40.0,,12.0,3.0,2.0,5.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A001196,U01397,P002,2026-03-01,69.67911790098064,50.76557343943416,75.7292426142343,50,Research,Slot 4,1,0,accepted,student,Germany,UTC+1,Non-binary,PhD,CS,6,0,French,RL,Slot 4,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5,20,18,18,69.18,42.62,3280,18,123,26,0.9,0.9,164.0,6.15,1.3,63.0,45.0,,18.0,3.0,5.0,3.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A001197,U01398,P007,2026-03-01,40.50409827273967,56.67218939304529,100.0,48,Research,Slot 1,1,0,accepted,student,Canada,UTC-5,Male,UG,Neuro,8,0,English,NLP,Slot 1,Computational Tools for Climate Science,2026,2026-06-22,2026-07-24,208,15,global,4.5,3,8,5,virtual,5,20,16,16,62.84,44.25,3484,16,96,32,0.8,0.8,174.2,4.8,1.6,94.0,64.0,,30.0,4.0,4.0,3.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A001198,U01399,P001,2026-03-01,72.69044485001615,47.12306211265151,79.83736043903563,77,Research,Slot 3,1,0,accepted,student,USA,UTC-5,Male,Masters,AI,4,0,English,Climate,Slot 3,Computational Neuroscience,2025,2025-06-22,2025-07-24,363,18,global,4.5,3,8,5,virtual,5,20,16,16,66.53999999999999,40.339999999999996,3846,16,125,35,0.8,0.8,192.3,6.25,1.75,70.0,54.0,,16.0,3.0,2.0,4.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A001199,U01400,P002,2026-03-01,51.55297001297017,63.15821840016223,81.62176938832218,69,Research,Slot 5,1,0,accepted,student,Brazil,UTC-3,Female,Masters,CS,8,0,French,Neural Coding,Slot 5,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5,20,13,13,64.15,41.33,3266,13,104,30,0.65,0.65,163.3,5.2,1.5,54.0,47.0,,7.0,3.0,4.0,5.0,4.0,1,7.0,low_engagement,1,,,,0,1.0,0.3333333333333333
A001200,U01401,P001,2026-03-01,60.63240514463764,53.18462838149628,96.46743935418644,47,Research,Slot 2,1,0,accepted,student,Germany,UTC+1,Female,Masters,Neuro,8,0,French,Time Series,Slot 2,Computational Neuroscience,2025,2025-06-22,2025-07-24,363,18,global,4.5,3,8,5,virtual,5,20,15,15,67.33,41.44,3907,15,89,32,0.75,0.75,195.35,4.45,1.6,87.0,62.0,,25.0,5.0,5.0,3.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A001201,U01402,P003,2026-03-01,66.53378014520221,60.52337940046418,91.6804856888874,48,Research,Slot 2,1,0,accepted,student,Germany,UTC+1,Male,Masters,CS,9,0,Hindi,NLP,Slot 2,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5,20,18,18,66.88,33.83,4200,18,98,32,0.9,0.9,210.0,4.9,1.6,63.0,57.0,,6.0,5.0,3.0,5.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A001206,U01408,P007,2026-03-01,67.72212171104626,55.30181695403382,72.40278828923468,66,Research,Slot 4,1,0,accepted,student,India,UTC+5:30,Non-binary,Masters,Neuro,5,0,Hindi,Time Series,Slot 4,Computational Tools for Climate Science,2026,2026-06-22,2026-07-24,208,15,global,4.5,3,8,5,virtual,5,20,16,16,65.16,35.29,3228,16,104,31,0.8,0.8,161.4,5.2,1.55,71.0,51.0,,20.0,5.0,3.0,3.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A001209,U01411,P006,2026-03-01,67.93262495955031,42.44539198607118,88.55071539677702,82,Research,Slot 4,1,0,accepted,student,Japan,UTC+9,Non-binary,UG,AI,9,0,Hindi,Time Series,Slot 4,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5,20,16,16,61.27,38.45,3641,16,108,25,0.8,0.8,182.05,5.4,1.25,86.0,69.0,,17.0,3.0,3.0,5.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A001210,U01412,P003,2026-03-01,53.294568385833166,48.48602508058591,100.0,47,Research,Slot 1,1,0,accepted,student,Kenya,UTC+3,Male,UG,AI,6,0,Spanish,Time Series,Slot 1,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5,20,17,17,60.8,41.46,3263,17,112,28,0.85,0.85,163.15,5.6,1.4,54.0,47.0,,7.0,4.0,5.0,4.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A001214,U01416,P004,2026-03-01,80.11982430762255,77.45158353008374,59.54447397263113,76,Research,Slot 3,1,0,accepted,student,Germany,UTC+1,Male,UG,AI,3,1,Hindi,RL,Slot 3,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5,20,15,15,68.19,41.39,3439,15,108,25,0.75,0.75,171.95,5.4,1.25,67.0,61.0,,6.0,4.0,4.0,5.0,3.0,1,15.0,difficulty,1,,,,1,1.0,0.3333333333333333
A001216,U01419,P004,2026-03-01,61.82615783665396,38.75596504259728,100.0,82,Research,Slot 5,1,0,accepted,student,USA,UTC-5,Male,UG,Climate,9,0,Spanish,Neural Coding,Slot 5,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5,20,15,15,58.83,36.26,3235,15,101,31,0.75,0.75,161.75,5.05,1.55,47.0,42.0,,5.0,5.0,5.0,4.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A001236,U01444,P003,2026-03-01,65.8664957033867,50.52961089914612,88.42809845713742,53,Research,Slot 5,1,0,accepted,student,India,UTC+5:30,Non-binary,PhD,Neuro,6,0,Spanish,Time Series,Slot 5,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5,20,17,17,68.47,39.75,3813,17,111,38,0.85,0.85,190.65,5.55,1.9,81.0,57.0,,24.0,5.0,5.0,5.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A001242,U01452,P001,2026-03-01,63.34983555497925,68.39910999168883,81.12798195612906,53,Research,Slot 3,1,0,accepted,student,Germany,UTC+1,Male,UG,Neuro,4,0,Spanish,Climate,Slot 3,Computational Neuroscience,2025,2025-06-22,2025-07-24,363,18,global,4.5,3,8,5,virtual,5,20,19,19,67.57,41.08,3957,19,86,39,0.95,0.95,197.85,4.3,1.95,77.0,52.0,,25.0,4.0,3.0,4.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A001243,U01453,P002,2026-03-01,58.87018876893389,58.94458843105129,88.92016313987389,40,Research,Slot 1,1,0,accepted,student,India,UTC+5:30,Female,Masters,Climate,8,1,Spanish,NLP,Slot 1,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5,20,15,15,66.69,37.3,4119,15,138,32,0.75,0.75,205.95,6.9,1.6,64.0,50.0,,14.0,4.0,4.0,5.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A001244,U01454,P005,2026-03-01,62.62016574358476,59.33422954475864,93.343747468733,82,Research,Slot 4,1,0,accepted,student,UK,UTC+0,Non-binary,UG,CS,8,1,French,NLP,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5,20,14,14,62.05,43.4,2958,14,87,27,0.7,0.7,147.9,4.35,1.35,83.0,53.0,,30.0,3.0,2.0,4.0,3.0,1,7.0,difficulty,1,,,,1,1.0,0.3333333333333333
A001245,U01455,P004,2026-03-01,63.055932836113406,54.20876757932149,96.64258957840435,53,Research,Slot 3,1,0,accepted,student,Kenya,UTC+3,Female,UG,CS,8,1,Hindi,CV,Slot 3,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5,20,17,17,67.55,41.28,3491,17,89,32,0.85,0.85,174.55,4.45,1.6,53.0,43.0,,10.0,4.0,4.0,3.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A001246,U01456,P008,2026-03-01,56.3224799648528,57.66177597621218,93.41610105489946,69,Research,Slot 1,1,0,accepted,student,India,UTC+5:30,Female,PhD,Climate,9,0,English,NLP,Slot 1,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5,20,18,18,66.78999999999999,45.46,2968,18,89,28,0.9,0.9,148.4,4.45,1.4,62.0,50.0,,12.0,5.0,3.0,4.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A001249,U01459,P001,2026-03-01,54.10421004063872,54.868420689674906,89.50054671185146,71,Research,Slot 4,1,0,accepted,student,Germany,UTC+1,Male,PhD,AI,7,0,Hindi,Neural Coding,Slot 4,Computational Neuroscience,2025,2025-06-22,2025-07-24,363,18,global,4.5,3,8,5,virtual,5,20,17,17,58.48,40.8,3850,17,84,28,0.85,0.85,192.5,4.2,1.4,58.0,52.0,,6.0,3.0,4.0,3.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A001267,U01479,P007,2026-03-01,57.40746807401708,60.257994199483065,81.4626649524315,54,Research,Slot 2,1,0,accepted,student,Germany,UTC+1,Female,Masters,Neuro,4,0,English,RL,Slot 2,Computational Tools for Climate Science,2026,2026-06-22,2026-07-24,208,15,global,4.5,3,8,5,virtual,5,20,17,17,64.04,38.65,3458,17,96,29,0.85,0.85,172.9,4.8,1.45,66.0,52.0,,14.0,3.0,5.0,5.0,3.0,1,,,0,1.0,2.63,4.0,1,1.0,0.3333333333333333
A001268,U01480,P002,2026-03-01,69.06784266675429,54.05850266692899,97.42522605933868,63,Research,Slot 1,1,0,accepted,student,Kenya,UTC+3,Female,Masters,Neuro,8,0,French,Neural Coding,Slot 1,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5,20,14,14,69.8,37.74,3953,14,110,38,0.7,0.7,197.65,5.5,1.9,46.0,40.0,,6.0,4.0,5.0,4.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A001270,U01482,P007,2026-03-01,65.39751124200802,39.47870236989931,90.18704497521348,68,Research,Slot 4,1,0,accepted,student,UK,UTC+0,Male,PhD,Neuro,6,0,Spanish,Climate,Slot 4,Computational Tools for Climate Science,2026,2026-06-22,2026-07-24,208,15,global,4.5,3,8,5,virtual,5,20,18,18,68.13,39.38,3539,18,106,23,0.9,0.9,176.95,5.3,1.15,67.0,48.0,,19.0,5.0,5.0,4.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A001278,U01492,P005,2026-03-01,66.69408214783816,44.998583469633736,87.18439615602713,57,Research,Slot 4,1,0,accepted,student,India,UTC+5:30,Male,PhD,AI,4,0,English,Climate,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5,20,18,18,67.55,43.09,3448,18,84,35,0.9,0.9,172.4,4.2,1.75,70.0,49.0,,21.0,3.0,5.0,3.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A001280,U01495,P003,2026-03-01,63.27010729975613,44.7516452089923,94.50923085757584,50,Research,Slot 5,1,0,accepted,student,Kenya,UTC+3,Male,Masters,CS,8,0,Spanish,CV,Slot 5,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5,20,16,16,63.21,39.56,3918,16,90,29,0.8,0.8,195.9,4.5,1.45,71.0,52.0,,19.0,4.0,4.0,4.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A001282,U01497,P007,2026-03-01,56.94611380795908,60.104418828265366,88.46159262740284,59,Research,Slot 1,1,0,accepted,student,Kenya,UTC+3,Non-binary,UG,Climate,6,0,French,NLP,Slot 1,Computational Tools for Climate Science,2026,2026-06-22,2026-07-24,208,15,global,4.5,3,8,5,virtual,5,20,18,18,63.68,44.69,3170,18,88,27,0.9,0.9,158.5,4.4,1.35,73.0,59.0,,14.0,4.0,4.0,5.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A001285,U01500,P001,2026-03-01,46.18829941039562,61.52067343332024,100.0,46,Research,Slot 5,1,0,accepted,student,Germany,UTC+1,Female,UG,Neuro,9,0,French,CV,Slot 5,Computational Neuroscience,2025,2025-06-22,2025-07-24,363,18,global,4.5,3,8,5,virtual,5,20,15,15,63.589999999999996,39.29,3565,15,94,26,0.75,0.75,178.25,4.7,1.3,90.0,68.0,,22.0,3.0,4.0,5.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
